issn_l,cr_year,jn_all
2040-3364,2021,1893
2040-3364,2022,1661
2040-3364,2023,1792
2040-350X,2019,36
2040-350X,2020,33
2040-350X,2021,39
2040-350X,2022,39
2040-350X,2023,25
2040-3585,2019,22
2040-3585,2020,31
2040-3585,2021,39
2040-3585,2022,26
2040-3585,2023,33
2040-4166,2019,59
2040-4166,2020,47
2040-4166,2021,69
2040-4166,2022,54
2040-4166,2023,63
2040-5790,2019,32
2040-5790,2020,106
2040-5790,2021,84
2040-5790,2022,112
2040-5790,2023,72
2040-5960,2019,41
2040-5960,2020,54
2040-5960,2021,14
2040-5960,2022,37
2040-5960,2023,41
2040-610X,2019,39
2040-610X,2020,18
2040-610X,2021,14
2040-610X,2022,39
2040-610X,2023,16
2040-7122,2019,29
2040-7122,2020,22
2040-7122,2021,82
2040-7122,2022,33
2040-7122,2023,52
2040-7149,2019,86
2040-7149,2020,63
2040-7149,2021,75
2040-7149,2022,54
2040-7149,2023,79
2040-7211,2019,28
2040-7211,2020,25
2040-7211,2021,24
2040-7211,2022,26
2040-7211,2023,18
2040-7939,2019,101
2040-7939,2020,105
2040-7939,2021,100
2040-7939,2022,91
2040-7939,2023,112
2040-8005,2019,5
2040-8005,2020,13
2040-8005,2021,13
2040-8005,2022,12
2040-8005,2023,20
2040-8021,2019,61
2040-8021,2020,54
2040-8021,2021,47
2040-8021,2022,45
2040-8021,2023,69
2040-8056,2019,28
2040-8056,2020,27
2040-8056,2021,34
2040-8056,2022,37
2040-8056,2023,55
2040-8269,2019,110
2040-8269,2020,75
2040-8269,2021,88
2040-8269,2022,80
2040-8269,2023,78
2040-8749,2019,38
2040-8749,2020,25
2040-8749,2021,34
2040-8749,2022,44
2040-8749,2023,30
2040-8978,2019,282
2040-8978,2020,282
2040-8978,2021,264
2040-8978,2022,269
2040-8978,2023,126
2041-1006,2019,25
2041-1006,2020,35
2041-1006,2021,23
2041-1006,2022,37
2041-1006,2023,35
2041-1286,2019,63
2041-1286,2020,53
2041-1286,2021,56
2041-1286,2022,69
2041-1286,2023,31
2041-210X,2019,198
2041-210X,2020,190
2041-210X,2021,230
2041-210X,2022,241
2041-210X,2023,220
2041-2479,2019,6
2041-2479,2020,8
2041-2479,2021,5
2041-2479,2022,17
2041-2479,2023,23
2041-2568,2019,30
2041-2568,2020,28
2041-2568,2021,30
2041-2568,2022,27
2041-2568,2023,34
2041-2649,2019,32
2041-2649,2020,31
2041-2649,2021,49
2041-2649,2022,46
2041-2649,2023,65
2041-3866,2019,13
2041-3866,2020,16
2041-3866,2021,13
2041-3866,2022,27
2041-3866,2023,14
2041-4005,2019,21
2041-4005,2020,25
2041-4005,2021,25
2041-4005,2022,21
2041-4005,2023,22
2041-4137,2019,120
2041-4137,2020,137
2041-4137,2021,92
2041-4137,2022,107
2041-4137,2023,88
2041-4161,2019,26
2041-4161,2020,22
2041-4161,2021,27
2041-4161,2022,42
2041-4161,2023,35
2041-4196,2019,32
2041-4196,2020,28
2041-4196,2021,23
2041-4196,2022,52
2041-4196,2023,26
2041-5990,2019,74
2041-5990,2020,69
2041-5990,2021,72
2041-5990,2022,37
2041-5990,2023,60
2041-6156,2019,30
2041-6156,2020,31
2041-6156,2021,32
2041-6156,2022,39
2041-6156,2023,35
2041-7365,2019,16
2041-7365,2020,27
2041-7365,2021,36
2041-7365,2022,33
2041-7365,2023,39
2041-7764,2019,86
2041-7764,2020,94
2041-7764,2021,96
2041-7764,2022,66
2041-7764,2023,66
2041-8396,2019,28
2041-8396,2020,18
2041-8396,2021,27
2041-8396,2022,35
2041-8396,2023,33
2041-9058,2019,50
2041-9058,2020,52
2041-9058,2021,48
2041-9058,2022,45
2041-9058,2023,50
2041-9112,2019,14
2041-9112,2020,4
2041-9112,2021,15
2041-9112,2022,20
2041-9112,2023,7
2042-1168,2019,36
2042-1168,2020,27
2042-1168,2021,53
2042-1168,2022,41
2042-1168,2023,44
2042-1338,2019,104
2042-1338,2020,138
2042-1338,2021,141
2042-1338,2022,50
2042-1338,2023,54
2042-3357,2020,11
2042-3896,2019,87
2042-3896,2020,78
2042-3896,2021,72
2042-3896,2022,45
2042-3896,2023,102
2042-5791,2019,25
2042-5791,2020,26
2042-5791,2021,26
2042-5791,2022,42
2042-5791,2023,25
2042-5856,2019,34
2042-5856,2020,44
2042-5856,2021,92
2042-5856,2022,75
2042-5856,2023,127
2042-5945,2019,21
2042-5945,2020,21
2042-5945,2021,29
2042-5945,2022,5
2042-5961,2019,27
2042-5961,2020,36
2042-5961,2021,39
2042-5961,2022,27
2042-5961,2023,28
2042-6445,2019,30
2042-6445,2020,39
2042-6445,2021,28
2042-6445,2022,27
2042-6445,2023,16
2042-6496,2019,743
2042-6496,2020,906
2042-6496,2021,1002
2042-6496,2022,1002
2042-6496,2023,815
2042-6747,2019,26
2042-6747,2020,25
2042-6747,2021,35
2042-6747,2022,25
2042-6747,2023,33
2042-6763,2019,32
2042-6763,2020,21
2042-6763,2021,32
2042-6763,2022,33
2042-6763,2023,31
2042-678X,2019,37
2042-678X,2020,39
2042-678X,2021,41
2042-678X,2022,28
2042-678X,2023,42
2042-6976,2019,204
2042-6976,2020,227
2042-6976,2021,164
2042-6976,2022,170
2042-6976,2023,187
2042-7530,2019,29
2042-7530,2020,42
2042-7530,2021,29
2042-7530,2022,46
2042-7530,2023,34
2042-8308,2019,37
2042-8308,2020,41
2042-8308,2021,46
2042-8308,2022,48
2042-8308,2023,94
2042-8898,2019,81
2042-8898,2020,63
2042-8898,2021,68
2042-8898,2022,45
2042-8898,2023,48
2043-0795,2019,30
2043-0795,2020,65
2043-0795,2021,119
2043-0795,2022,68
2043-0795,2023,9
2043-6106,2019,40
2043-6106,2020,41
2043-6106,2021,30
2043-6106,2022,27
2043-6106,2023,27
2043-6238,2019,44
2043-6238,2020,59
2043-6238,2021,43
2043-6238,2022,57
2043-6238,2023,82
2043-6262,2019,71
2043-6262,2020,76
2043-6262,2021,71
2043-6262,2022,68
2043-6262,2023,73
2043-7897,2019,74
2043-7897,2020,52
2043-7897,2021,66
2043-7897,2022,52
2043-7897,2023,46
2043-8206,2019,93
2043-8206,2020,98
2043-8206,2021,85
2043-8206,2022,92
2043-8206,2023,167
2043-8869,2019,10
2043-8869,2020,20
2043-8869,2021,35
2043-8869,2022,36
2043-8869,2023,56
2043-9377,2019,45
2043-9377,2020,70
2043-9377,2021,35
2043-9377,2022,27
2043-9377,2023,42
2043-9903,2019,26
2043-9903,2020,17
2043-9903,2021,13
2043-9903,2022,16
2043-9903,2023,17
2044-0243,2019,28
2044-0243,2020,23
2044-0243,2021,20
2044-0243,2022,26
2044-0243,2023,24
2044-0839,2019,35
2044-0839,2020,68
2044-0839,2021,64
2044-0839,2022,65
2044-0839,2023,80
2044-124X,2019,56
2044-124X,2020,49
2044-124X,2021,64
2044-124X,2022,46
2044-124X,2023,51
2044-1266,2019,46
2044-1266,2020,46
2044-1266,2021,89
2044-1266,2022,71
2044-1266,2023,57
2044-1282,2019,32
2044-1282,2020,23
2044-1282,2021,23
2044-1282,2022,22
2044-1282,2023,29
2044-1398,2019,36
2044-1398,2020,20
2044-1398,2021,37
2044-1398,2022,25
2044-1398,2023,30
2044-2041,2019,51
2044-2041,2020,53
2044-2041,2021,53
2044-2041,2022,31
2044-2041,2023,46
2044-2513,2019,31
2044-2513,2020,33
2044-2513,2021,61
2044-2513,2022,65
2044-2513,2023,70
2044-3994,2019,23
2044-3994,2020,26
2044-3994,2021,31
2044-3994,2022,22
2044-3994,2023,25
2044-4753,2019,670
2044-4753,2020,782
2044-4753,2021,739
2044-4753,2022,700
2044-4753,2023,657
2044-5415,2019,169
2044-5415,2020,158
2044-5415,2021,128
2044-5415,2022,112
2044-5415,2023,98
2044-5911,2019,66
2044-5911,2020,66
2044-5911,2021,79
2044-5911,2022,63
2044-5911,2023,47
2045-0621,2019,121
2045-0621,2020,126
2045-0621,2021,140
2045-0621,2022,141
2045-0621,2023,150
2045-2101,2019,46
2045-2101,2020,16
2045-2101,2021,22
2045-2101,2022,25
2045-2101,2023,15
2045-2543,2019,56
2045-2543,2020,86
2045-2543,2021,48
2045-2543,2022,44
2045-2543,2023,32
2045-3817,2019,34
2045-3817,2020,40
2045-3817,2021,33
2045-3817,2022,34
2045-3817,2023,44
2045-435X,2019,177
2045-435X,2020,260
2045-435X,2021,285
2045-435X,2022,202
2045-435X,2023,227
2045-452X,2019,106
2045-452X,2020,89
2045-452X,2021,140
2045-452X,2022,91
2045-452X,2023,125
2045-9807,2019,36
2045-9807,2020,34
2045-9807,2021,23
2045-9807,2022,34
2045-9807,2023,23
2045-9831,2019,25
2045-9831,2020,30
2045-9831,2021,17
2045-9831,2022,10
2045-9831,2023,20
2045-9858,2019,28
2045-9858,2020,30
2045-9858,2021,20
2045-9858,2022,17
2045-9858,2023,18
2045-9920,2019,8
2045-9920,2020,24
2045-9920,2021,31
2045-9920,2022,22
2045-9920,2023,15
2046-0147,2019,87
2046-0147,2020,159
2046-0147,2021,51
2046-0147,2022,65
2046-0147,2023,48
2046-0252,2019,65
2046-0252,2020,77
2046-0252,2021,87
2046-0252,2022,109
2046-0252,2023,94
2046-147X,2019,30
2046-147X,2020,19
2046-147X,2021,25
2046-147X,2022,21
2046-147X,2023,21
2046-3162,2019,83
2046-3162,2020,90
2046-3162,2021,32
2046-3162,2022,12
2046-3162,2023,18
2046-4177,2019,45
2046-4177,2020,16
2046-4177,2021,7
2046-4177,2022,17
2046-4177,2023,23
2046-5726,2019,14
2046-5726,2020,12
2046-5726,2021,17
2046-5726,2022,17
2046-5726,2023,18
2046-6099,2019,53
2046-6099,2020,66
2046-6099,2021,57
2046-6099,2022,65
2046-6099,2023,77
2046-6749,2019,34
2046-6749,2020,25
2046-6749,2021,28
2046-6749,2022,22
2046-6749,2023,18
2046-6854,2019,33
2046-6854,2020,25
2046-6854,2021,37
2046-6854,2022,22
2046-6854,2023,34
2046-7435,2019,41
2046-7435,2020,36
2046-7435,2021,33
2046-7435,2022,38
2046-7435,2023,49
2046-8253,2019,37
2046-8253,2020,23
2046-8253,2021,21
2046-8253,2022,42
2046-8253,2023,15
2046-8954,2019,25
2046-8954,2020,28
2046-8954,2021,25
2046-8954,2022,30
2046-8954,2023,28
2046-9020,2019,49
2046-9020,2020,73
2046-9020,2021,57
2046-9020,2022,63
2046-9020,2023,45
2046-9047,2019,44
2046-9047,2020,38
2046-9047,2021,33
2046-9047,2022,29
2046-9047,2023,11
2046-9128,2019,11
2046-9128,2020,27
2046-9128,2021,27
2046-9128,2022,42
2046-9128,2023,26
2047-0770,2019,30
2047-0770,2020,32
2047-0770,2021,29
2047-0770,2022,21
2047-0770,2023,16
2047-0894,2019,34
2047-0894,2020,29
2047-0894,2021,26
2047-0894,2022,29
2047-0894,2023,24
2047-1025,2019,38
2047-1025,2020,43
2047-1025,2021,40
2047-1025,2022,38
2047-1025,2023,26
2047-2404,2019,289
2047-2404,2020,351
2047-2404,2021,290
2047-2404,2022,268
2047-2404,2023,363
2047-2501,2019,27
2047-2501,2020,39
2047-2501,2021,33
2047-2501,2022,34
2047-2501,2023,62
2047-2919,2019,156
2047-2919,2020,201
2047-2919,2021,174
2047-2919,2022,187
2047-2919,2023,203
2047-3087,2019,28
2047-3087,2020,35
2047-3087,2021,42
2047-3087,2022,44
2047-3087,2023,48
2047-3869,2019,79
2047-3869,2020,67
2047-3869,2021,90
2047-3869,2022,104
2047-3869,2023,130
2047-4830,2019,467
2047-4830,2020,587
2047-4830,2021,644
2047-4830,2022,545
2047-4830,2023,577
2047-4873,2019,476
2047-4873,2020,589
2047-4873,2021,257
2047-4873,2022,308
2047-4873,2023,385
2047-6302,2019,96
2047-6302,2020,148
2047-6302,2021,105
2047-6302,2022,101
2047-6302,2023,81
2047-6841,2019,25
2047-6841,2020,25
2047-6841,2021,36
2047-6841,2022,32
2047-6841,2023,50
2047-6965,2019,23
2047-6965,2020,20
2047-6965,2021,21
2047-6965,2022,22
2047-6965,2023,23
2047-7414,2019,28
2047-7414,2020,33
2047-7414,2021,37
2047-7414,2022,31
2047-7414,2023,23
2047-7473,2019,77
2047-7473,2020,80
2047-7473,2021,75
2047-7473,2022,95
2047-7473,2023,107
2047-7724,2019,46
2047-7724,2020,75
2047-7724,2021,90
2047-7724,2022,69
2047-7724,2023,51
2047-8844,2019,38
2047-8844,2020,38
2047-8844,2021,38
2047-8844,2022,38
2047-8844,2023,38
2047-9700,2019,110
2047-9700,2020,120
2047-9700,2021,25
2047-9700,2022,91
2047-9700,2023,109
2047-9956,2019,111
2047-9956,2020,128
2047-9956,2021,159
2047-9956,2022,117
2047-9956,2023,111
2048-7193,2019,102
2048-7193,2020,161
2048-7193,2021,123
2048-7193,2022,117
2048-7193,2023,100
2048-8432,2019,2
2048-8726,2019,40
2048-8726,2020,156
2048-8726,2021,128
2048-8726,2022,172
2048-8726,2023,157
2049-1220,2019,19
2049-1220,2020,25
2049-1220,2021,20
2049-1220,2022,25
2049-1220,2023,36
2049-1573,2019,43
2049-1573,2020,59
2049-1573,2021,93
2049-1573,2022,105
2049-1573,2023,118
2049-1948,2019,68
2049-1948,2020,80
2049-1948,2021,60
2049-1948,2022,53
2049-1948,2023,73
2049-372X,2019,59
2049-372X,2020,78
2049-372X,2021,99
2049-372X,2022,69
2049-372X,2023,51
2049-3983,2019,19
2049-3983,2020,29
2049-3983,2021,18
2049-3983,2022,44
2049-3983,2023,58
2049-4173,2019,97
2049-4173,2020,107
2049-4173,2021,99
2049-4173,2022,73
2049-4173,2023,72
2049-4637,2019,42
2049-4637,2020,51
2049-4637,2021,46
2049-4637,2022,53
2049-4637,2023,63
2049-5838,2019,57
2049-5838,2020,36
2049-5838,2021,47
2049-5838,2022,43
2049-5838,2023,40
2049-632X,2019,71
2049-632X,2020,68
2049-632X,2021,60
2049-632X,2022,47
2049-632X,2023,35
2049-6427,2019,27
2049-6427,2020,40
2049-6427,2021,50
2049-6427,2022,21
2049-6427,2023,11
2049-6613,2019,26
2049-6613,2020,44
2049-6613,2021,44
2049-6613,2022,67
2049-6613,2023,60
2049-677X,2019,22
2049-677X,2020,15
2049-677X,2021,19
2049-677X,2022,22
2049-677X,2023,28
2049-7113,2019,23
2049-7113,2020,30
2049-7113,2021,22
2049-7113,2022,33
2049-7113,2023,23
2049-7547,2019,9
2049-7547,2020,8
2049-7547,2021,10
2049-7547,2022,13
2049-7547,2023,7
2049-8470,2019,70
2049-8470,2020,57
2049-8470,2021,82
2049-8470,2022,65
2049-8470,2023,57
2049-8608,2019,41
2049-8608,2020,39
2049-8608,2021,35
2049-8608,2022,38
2049-8608,2023,32
2049-8764,2019,36
2049-8764,2020,38
2049-8764,2021,34
2049-8764,2022,35
2049-8764,2023,57
2049-8799,2019,24
2049-8799,2020,19
2049-8799,2021,38
2049-8799,2022,20
2049-8799,2023,33
2050-0386,2019,42
2050-0386,2020,67
2050-0386,2021,37
2050-0386,2022,59
2050-0386,2023,34
2050-0521,2019,91
2050-0521,2020,55
2050-0521,2021,68
2050-0521,2022,78
2050-0521,2023,60
2050-0688,2019,37
2050-0688,2020,57
2050-0688,2021,20
2050-0688,2022,27
2050-0688,2023,52
2050-1242,2019,44
2050-1242,2020,36
2050-1242,2021,24
2050-1242,2022,32
2050-1242,2023,26
2050-1579,2019,33
2050-1579,2020,34
2050-1579,2021,37
2050-1579,2022,44
2050-1579,2023,53
2050-1684,2019,37
2050-1684,2020,55
2050-1684,2021,72
2050-1684,2022,67
2050-1684,2023,61
2050-2877,2019,38
2050-2877,2020,37
2050-2877,2021,35
2050-2877,2022,55
2050-2877,2023,22
2050-2982,2019,3
2050-2982,2020,11
2050-2982,2021,45
2050-2982,2022,19
2050-3032,2019,27
2050-3032,2020,30
2050-3032,2021,44
2050-3032,2022,39
2050-3032,2023,24
2050-3245,2019,4
2050-3245,2020,12
2050-3245,2021,11
2050-3245,2022,17
2050-3245,2023,23
2050-3318,2019,20
2050-3318,2020,28
2050-3318,2021,50
2050-3318,2022,60
2050-3318,2023,65
2050-3806,2019,58
2050-3806,2020,58
2050-3806,2021,58
2050-3806,2022,91
2050-3806,2023,69
2050-4802,2019,21
2050-4802,2020,31
2050-4802,2021,19
2050-4802,2022,25
2050-4802,2023,15
2050-5698,2019,43
2050-5698,2020,86
2050-5698,2021,43
2050-5698,2022,74
2050-5698,2023,64
2050-571X,2019,27
2050-571X,2020,34
2050-571X,2021,41
2050-571X,2022,13
2050-571X,2023,33
2050-6120,2019,53
2050-6120,2020,55
2050-6120,2021,33
2050-6120,2022,64
2050-6120,2023,42
2050-6252,2019,38
2050-6252,2020,35
2050-6252,2021,40
2050-6252,2022,43
2050-6252,2023,47
2050-6325,2019,18
2050-6325,2020,22
2050-6325,2021,19
2050-6325,2022,20
2050-6325,2023,24
2050-6406,2019,164
2050-6406,2020,161
2050-6406,2021,160
2050-6406,2022,146
2050-6406,2023,135
2050-7496,2019,2783
2050-7496,2020,2416
2050-7496,2021,2316
2050-7496,2022,2253
2050-7496,2023,2244
2050-750X,2019,770
2050-750X,2020,998
2050-750X,2021,863
2050-750X,2022,863
2050-750X,2023,936
2050-7526,2019,1679
2050-7526,2020,1841
2050-7526,2021,1724
2050-7526,2022,1768
2050-7526,2023,1659
2050-7828,2019,35
2050-7828,2020,55
2050-7828,2021,31
2050-7828,2022,28
2050-7828,2023,9
2050-7887,2019,191
2050-7887,2020,190
2050-7887,2021,165
2050-7887,2022,185
2050-7887,2023,177
2050-8794,2019,29
2050-8794,2020,19
2050-8794,2021,32
2050-8794,2022,32
2050-8794,2023,32
2050-8824,2019,13
2050-8824,2020,20
2050-8824,2021,13
2050-8824,2022,4
2050-8824,2023,3
2050-8840,2019,15
2050-8840,2020,26
2050-8840,2021,18
2050-8840,2022,24
2050-8840,2023,7
2051-1310,2019,47
2051-1310,2020,54
2051-1310,2021,63
2051-1310,2022,49
2051-1310,2023,54
2051-1787,2019,27
2051-1787,2020,9
2051-1787,2021,21
2051-1787,2022,16
2051-1787,2023,12
2051-1817,2019,18
2051-1817,2021,22
2051-1817,2022,10
2051-1817,2023,11
2051-2856,2019,12
2051-2856,2020,14
2051-2856,2021,12
2051-2856,2022,8
2051-2856,2023,15
2051-364X,2019,21
2051-364X,2020,18
2051-364X,2021,24
2051-364X,2022,14
2051-364X,2023,15
2051-4158,2019,102
2051-4158,2020,169
2051-4158,2021,137
2051-4158,2022,113
2051-4158,2023,35
2051-4530,2019,12
2051-4530,2020,13
2051-4530,2021,9
2051-4530,2022,11
2051-5367,2019,33
2051-5367,2020,33
2051-5367,2021,27
2051-5367,2022,46
2051-5367,2023,33
2051-5707,2019,23
2051-5707,2020,24
2051-5707,2021,18
2051-5707,2022,20
2051-5707,2023,21
2051-6347,2019,214
2051-6347,2020,308
2051-6347,2021,278
2051-6347,2022,275
2051-6347,2023,499
2051-6614,2019,16
2051-6614,2020,20
2051-6614,2021,33
2051-6614,2022,39
2051-6614,2023,55
2051-672X,2019,104
2051-672X,2020,117
2051-672X,2021,207
2051-672X,2022,197
2051-672X,2023,102
2051-6770,2019,33
2051-6770,2020,30
2051-6770,2021,34
2051-6770,2022,31
2051-6770,2023,36
2051-6967,2019,59
2051-6967,2020,134
2051-6967,2021,92
2051-6967,2022,55
2051-6967,2023,50
2051-7483,2019,6
2051-7483,2020,6
2051-7483,2021,9
2051-7483,2022,8
2051-7483,2023,16
2051-803X,2019,59
2051-803X,2020,71
2051-803X,2021,59
2051-803X,2022,50
2051-803X,2023,82
2051-8153,2019,305
2051-8153,2020,309
2051-8153,2021,295
2051-8153,2022,332
2051-8153,2023,261
2051-8196,2019,34
2051-8196,2020,29
2051-8196,2021,21
2051-8196,2022,23
2051-8196,2023,10
2051-8803,2019,20
2051-8803,2020,26
2051-8803,2021,22
2051-8803,2022,19
2051-8803,2023,28
2052-1537,2019,313
2052-1537,2020,325
2052-1537,2021,670
2052-1537,2022,348
2052-1537,2023,445
2052-1545,2019,407
2052-1545,2020,467
2052-1545,2021,481
2052-1545,2022,658
2052-1545,2023,680
2052-174X,2019,53
2052-174X,2020,72
2052-174X,2021,63
2052-174X,2022,42
2052-174X,2023,43
2052-2614,2019,66
2052-2614,2020,46
2052-2614,2021,32
2052-2614,2022,57
2052-2614,2023,45
2052-2630,2019,34
2052-2630,2020,43
2052-2630,2021,37
2052-2630,2022,35
2052-2630,2023,41
2052-336X,2019,109
2052-336X,2020,144
2052-336X,2021,175
2052-336X,2022,91
2052-336X,2023,40
2052-4110,2019,566
2052-4110,2020,457
2052-4110,2021,739
2052-4110,2022,803
2052-4110,2023,731
2052-5192,2019,138
2052-5192,2020,119
2052-5192,2021,109
2052-5192,2022,96
2052-5192,2023,63
2052-6121,2019,166
2052-6121,2020,234
2052-6121,2021,252
2052-6121,2022,285
2052-6121,2023,231
2052-773X,2019,13
2052-773X,2020,28
2052-773X,2021,4
2052-9015,2019,30
2052-9015,2020,45
2052-9015,2021,52
2052-9015,2022,37
2052-9015,2023,17
2053-0196,2019,20
2053-0196,2020,24
2053-0196,2021,32
2053-0196,2022,24
2053-0196,2023,42
2053-0250,2019,27
2053-0250,2020,30
2053-0250,2021,25
2053-0250,2022,22
2053-0250,2023,27
2053-1400,2019,208
2053-1400,2020,288
2053-1400,2021,198
2053-1400,2022,238
2053-1400,2023,274
2053-1583,2019,220
2053-1583,2020,210
2053-1583,2021,215
2053-1583,2022,154
2053-1583,2023,146
2053-1702,2019,14
2053-1702,2020,17
2053-1702,2021,12
2053-1702,2022,16
2053-1702,2023,13
2053-2296,2019,217
2053-2296,2020,140
2053-2296,2021,107
2053-2296,2022,95
2053-2296,2023,66
2053-230X,2019,106
2053-230X,2020,87
2053-230X,2021,63
2053-230X,2022,55
2053-230X,2023,42
2053-2733,2019,1305
2053-2733,2020,306
2053-2733,2021,1631
2053-2733,2022,1077
2053-2733,2023,1852
2053-3691,2019,41
2053-3691,2020,35
2053-3691,2021,37
2053-3691,2022,37
2053-3691,2023,33
2053-4345,2019,21
2053-4345,2020,23
2053-4345,2021,20
2053-4345,2022,16
2053-4345,2023,15
2053-4477,2019,37
2053-4477,2020,40
2053-4477,2021,53
2053-4477,2022,80
2053-4477,2023,41
2053-4515,2019,27
2053-4515,2020,33
2053-4515,2021,29
2053-4515,2022,47
2053-4515,2023,40
2053-4604,2019,43
2053-4604,2020,58
2053-4604,2021,93
2053-4604,2022,78
2053-4604,2023,54
2053-4620,2019,60
2053-4620,2020,33
2053-4620,2021,75
2053-4620,2022,65
2053-4620,2023,72
2053-4833,2019,8
2053-4833,2020,12
2053-4833,2021,11
2053-4833,2022,11
2053-4833,2023,12
2053-535X,2019,25
2053-535X,2020,23
2053-535X,2021,35
2053-535X,2022,54
2053-535X,2023,29
2053-9320,2019,14
2053-9320,2020,12
2053-9320,2021,12
2053-9320,2022,16
2053-9320,2023,15
2054-0892,2019,21
2054-0892,2020,25
2054-0892,2021,52
2054-0892,2022,32
2054-0892,2023,29
2054-2577,2019,73
2054-2577,2020,81
2054-2577,2021,67
2054-2577,2022,99
2054-2577,2023,80
2054-4170,2019,32
2054-4170,2020,25
2054-4170,2021,16
2054-4170,2022,18
2054-4170,2023,26
2054-4642,2019,9
2054-4650,2019,16
2054-4650,2020,26
2054-4650,2021,40
2054-4650,2022,48
2054-4650,2023,30
2054-6750,2019,31
2054-6750,2020,28
2054-6750,2021,39
2054-6750,2022,35
2054-6750,2023,45
2054-9555,2019,21
2054-9555,2020,19
2054-9555,2021,24
2054-9555,2022,23
2054-9555,2023,23
2055-0278,2019,232
2055-0278,2020,253
2055-0278,2021,251
2055-0278,2022,238
2055-0278,2023,271
2055-1940,2019,9
2055-1940,2020,23
2055-1940,2021,15
2055-1940,2022,14
2055-1940,2023,15
2055-1959,2019,17
2055-1959,2020,23
2055-1959,2021,8
2055-1959,2022,15
2055-1959,2023,20
2055-2335,2019,113
2055-2335,2020,86
2055-2335,2021,69
2055-2335,2022,68
2055-2335,2023,46
2055-5563,2019,41
2055-5563,2020,29
2055-5563,2021,26
2055-5563,2022,20
2055-5563,2023,25
2055-5636,2021,16
2055-5636,2022,14
2055-5636,2023,9
2055-6225,2019,34
2055-6225,2020,33
2055-6225,2021,40
2055-6225,2022,36
2055-6225,2023,45
2055-6365,2019,23
2055-6365,2020,41
2055-6365,2021,34
2055-6365,2022,14
2055-6365,2023,28
2055-642X,2019,22
2055-642X,2020,93
2055-642X,2021,60
2055-642X,2022,65
2055-642X,2023,15
2055-6756,2019,153
2055-6756,2020,177
2055-6756,2021,92
2055-6756,2022,124
2055-6756,2023,166
2055-6837,2019,83
2055-6837,2020,144
2055-6837,2021,88
2055-6837,2022,72
2055-6837,2023,97
2055-7671,2019,82
2055-7671,2020,50
2055-7671,2021,99
2055-7671,2022,98
2055-7671,2023,88
2055-7973,2019,42
2055-7973,2020,30
2055-7973,2021,24
2055-7973,2022,35
2055-7973,2023,30
2056-2802,2019,43
2056-2802,2020,48
2056-2802,2021,55
2056-2802,2022,43
2056-2802,2023,55
2056-3035,2019,15
2056-3035,2020,18
2056-3035,2021,21
2056-3035,2022,17
2056-3035,2023,19
2056-3515,2019,24
2056-3515,2020,24
2056-3515,2021,24
2056-3515,2022,24
2056-3515,2023,24
2056-3841,2019,29
2056-3841,2020,30
2056-3841,2021,23
2056-3841,2022,17
2056-3841,2023,19
2056-3868,2019,41
2056-3868,2020,32
2056-3868,2021,46
2056-3868,2022,15
2056-3868,2023,17
2056-4678,2019,74
2056-4678,2020,99
2056-4678,2021,90
2056-4678,2022,81
2056-4678,2023,72
2056-4880,2019,37
2056-4880,2020,33
2056-4880,2021,25
2056-4880,2022,37
2056-4880,2023,34
2056-4902,2019,43
2056-4902,2020,46
2056-4902,2021,88
2056-4902,2022,55
2056-4902,2023,25
2056-4929,2019,23
2056-4929,2020,28
2056-4929,2021,26
2056-4929,2022,14
2056-4929,2023,23
2056-4945,2019,17
2056-4945,2020,13
2056-4945,2021,22
2056-4945,2022,14
2056-4945,2023,14
2056-4961,2019,48
2056-4961,2020,34
2056-4961,2021,49
2056-4961,2022,25
2056-4961,2023,42
2056-5615,2019,71
2056-5615,2020,58
2056-5615,2021,64
2056-5615,2022,56
2056-5615,2023,70
2056-6085,2019,55
2056-6085,2020,52
2056-6085,2021,37
2056-6085,2022,41
2056-6085,2023,41
2056-6697,2019,68
2056-6697,2020,95
2056-6697,2021,58
